@relation JobOffersTFIDF

@attribute versioning:0 numeric
@attribute 02476 numeric
@attribute définition:0 numeric
@attribute 00895 numeric
@attribute frameworks:0 numeric
@attribute 01852 numeric
@attribute logicielles:0 numeric
@attribute 01280 numeric
@attribute assurer:0 numeric
@attribute 00693 numeric
@attribute collaborer:0 numeric
@attribute 02111 numeric
@attribute skills:0 numeric
@attribute 01164 numeric
@attribute développer:0 numeric
@attribute 00549 numeric
@attribute linitiative:0 numeric
@attribute 01993 numeric
@attribute java:0 numeric
@attribute 08390 numeric
@attribute des:0 numeric
@attribute 00834 numeric
@attribute kanban:0 numeric
@attribute 03774 numeric
@attribute développeurs:0 numeric
@attribute 02212 numeric
@attribute lécrit:0 numeric
@attribute 01385 numeric
@attribute les:0 numeric
@attribute 01210 numeric
@attribute environnement:0 numeric
@attribute 01073 numeric
@attribute soft:0 numeric
@attribute 02090 numeric
@attribute vous:0 numeric
@attribute 00435 numeric
@attribute identifier:0 numeric
@attribute 00738 numeric
@attribute produit:0 numeric
@attribute 00854 numeric
@attribute capacités:0 numeric
@attribute 00592 numeric
@attribute documentation:0 numeric
@attribute 00804 numeric
@attribute dans:0 numeric
@attribute 00350 numeric
@attribute version:0 numeric
@attribute 02312 numeric
@attribute multidisciplinaires:0 numeric
@attribute 01202 numeric
@attribute nosql:0 numeric
@attribute 02341 numeric
@attribute senior:0 numeric
@attribute 00982 numeric
@attribute standards:0 numeric
@attribute 00778 numeric
@attribute planning:0 numeric
@attribute 00841 numeric
@attribute développement:0 numeric
@attribute 02758 numeric
@attribute cassandra:0 numeric
@attribute 01432 numeric
@attribute 6:0 numeric
@attribute 00838 numeric
@attribute conception:0 numeric
@attribute 02020 numeric
@attribute 8:0 numeric
@attribute 01699 numeric
@attribute équipe:0 numeric
@attribute 01292 numeric
@attribute agile:0 numeric
@attribute 02264 numeric
@attribute logicielle:0 numeric
@attribute 01143 numeric
@attribute complexes:0 numeric
@attribute 02413 numeric
@attribute excellentes:0 numeric
@attribute 00534 numeric
@attribute pratiques:0 numeric
@attribute 02191 numeric
@attribute innovantes:0 numeric
@attribute 01054 numeric
@attribute quingénieur:0 numeric
@attribute 01171 numeric
@attribute hibernate:0 numeric
@attribute 03512 numeric
@attribute loptimisation:0 numeric
@attribute 01937 numeric
@attribute autonomie:0 numeric
@attribute 01462 numeric
@attribute bases:0 numeric
@attribute 03151 numeric
@attribute sur:0 numeric
@attribute 00950 numeric
@attribute connaissance:0 numeric
@attribute 00656 numeric
@attribute agiles:0 numeric
@attribute 01130 numeric
@attribute travail:0 numeric
@attribute 01620 numeric
@attribute phases:0 numeric
@attribute 01054_1 numeric
@attribute architecture:0 numeric
@attribute 00845 numeric
@attribute scalables:0 numeric
@attribute 01606 numeric
@attribute équipes:0 numeric
@attribute 02009 numeric
@attribute supérieure:0 numeric
@attribute 01742 numeric
@attribute svn:0 numeric
@attribute 02516 numeric
@attribute recherche:0 numeric
@attribute 00434 numeric
@attribute données:0 numeric
@attribute 02156 numeric
@attribute expérience:0 numeric
@attribute 00920 numeric
@attribute la:0 numeric
@attribute 00389 numeric
@attribute maîtrise:0 numeric
@attribute 01487 numeric
@attribute missions:0 numeric
@attribute 00238 numeric
@attribute collaboration:0 numeric
@attribute 00644 numeric
@attribute le:0 numeric
@attribute 00100 numeric
@attribute minimum:0 numeric
@attribute 00328 numeric
@attribute compétences:0 numeric
@attribute 00664 numeric
@attribute comme:0 numeric
@attribute 01315 numeric
@attribute de:0 numeric
@attribute 00814 numeric
@attribute langlais:0 numeric
@attribute 01261 numeric
@attribute documents:0 numeric
@attribute 00778_2 numeric
@attribute sprint:0 numeric
@attribute 01360 numeric
@attribute problèmes:0 numeric
@attribute 00579 numeric
@attribute rédiger:0 numeric
@attribute 00834_3 numeric
@attribute performantes:0 numeric
@attribute 01360_4 numeric
@attribute dapplications:0 numeric
@attribute 01045 numeric
@attribute garantir:0 numeric
@attribute 01381 numeric
@attribute spring:0 numeric
@attribute 02090_5 numeric
@attribute du:0 numeric
@attribute 00652 numeric
@attribute serez:0 numeric
@attribute 01120 numeric
@attribute succès:0 numeric
@attribute 00949 numeric
@attribute optimisation:0 numeric
@attribute 01012 numeric
@attribute guider:0 numeric
@attribute 01360_6 numeric
@attribute etc:0 numeric
@attribute 03090 numeric
@attribute continue:0 numeric
@attribute 00730 numeric
@attribute solide:0 numeric
@attribute 01557 numeric
@attribute participer:0 numeric
@attribute 01150 numeric
@attribute un:0 numeric
@attribute 00247 numeric
@attribute mysql:0 numeric
@attribute 02830 numeric
@attribute poste:0 numeric
@attribute 00174 numeric
@attribute loral:0 numeric
@attribute 01385_7 numeric
@attribute international:0 numeric
@attribute 01569 numeric
@attribute communication:0 numeric
@attribute 00651 numeric
@attribute passion:0 numeric
@attribute 00956 numeric
@attribute dexpérience:0 numeric
@attribute 00506 numeric
@attribute bonne:0 numeric
@attribute 00345 numeric
@attribute sens:0 numeric
@attribute 00584 numeric
@attribute oracle:0 numeric
@attribute 02812 numeric
@attribute profil:0 numeric
@attribute 00113 numeric
@attribute solutions:0 numeric
@attribute 01019 numeric
@attribute rigueur:0 numeric
@attribute 01118 numeric
@attribute en:0 numeric
@attribute 00524 numeric
@attribute et:0 numeric
@attribute 00880 numeric
@attribute technologies:0 numeric
@attribute 00617 numeric
@attribute bonnes:0 numeric
@attribute 00592_8 numeric
@attribute outils:0 numeric
@attribute 00617_9 numeric
@attribute léquipe:0 numeric
@attribute 00673 numeric
@attribute langage:0 numeric
@attribute 02039 numeric
@attribute mentorat:0 numeric
@attribute 01432_10 numeric
@attribute techniques:0 numeric
@attribute 00965 numeric
@attribute projets:0 numeric
@attribute 02197 numeric
@attribute résoudre:0 numeric
@attribute 00741 numeric
@attribute scrum:0 numeric
@attribute 02946 numeric
@attribute concevoir:0 numeric
@attribute 00871 numeric
@attribute développées:0 numeric
@attribute 01394 numeric
@attribute codage:0 numeric
@attribute 01219 numeric
@attribute avec:0 numeric
@attribute 01928 numeric
@attribute qualité:0 numeric
@attribute 00332 numeric
@attribute code:0 numeric
@attribute 00804_11 numeric
@attribute distance:0 numeric
@attribute 02285 numeric
@attribute tant:0 numeric
@attribute 00382 numeric
@attribute production:0 numeric
@attribute 00530 numeric
@attribute aux:0 numeric
@attribute 00334 numeric
@attribute maintenir:0 numeric
@attribute 00758 numeric
@attribute technique:0 numeric
@attribute 01118_12 numeric
@attribute descriptif:0 numeric
@attribute 00781 numeric
@attribute interviendrez:0 numeric
@attribute 01330 numeric
@attribute toutes:0 numeric
@attribute 00858 numeric
@attribute autres:0 numeric
@attribute 00720 numeric
@attribute sql:0 numeric
@attribute 01532 numeric
@attribute langues:0 numeric
@attribute 00876 numeric
@attribute juniors:0 numeric
@attribute 01304 numeric
@attribute git:0 numeric
@attribute 01820 numeric
@attribute montée:0 numeric
@attribute 01258 numeric
@attribute postgresql:0 numeric
@attribute 03084 numeric
@attribute mise:0 numeric
@attribute 00525 numeric
@attribute mongodb:0 numeric
@attribute 03389 numeric
@attribute à:0 numeric
@attribute 00582 numeric
@attribute responsable:0 numeric
@attribute 00463 numeric
@attribute initiative:0 numeric
@attribute 00614 numeric
@attribute robustes:0 numeric
@attribute 01304_13 numeric
@attribute ou:0 numeric
@attribute 00362 numeric
@attribute ans:0 numeric
@attribute 00202 numeric
@attribute pour:0 numeric
@attribute 00625 numeric
@attribute recherché:0 numeric
@attribute 00117 numeric
@attribute larchitecture:0 numeric
@attribute 01054_14 numeric
@attribute une:0 numeric
@attribute 00439 numeric
@attribute accompagner:0 numeric
@attribute 00798 numeric
@attribute performance:0 numeric
@attribute 01178 numeric
@attribute anglais:0 numeric
@attribute 00411 numeric
@attribute impliqué:0 numeric
@attribute 01330_15 numeric
@attribute rituels:0 numeric
@attribute 01534 numeric
@attribute respectant:0 numeric
@attribute 00975 numeric
@attribute travailler:0 numeric
@attribute 00803 numeric
@attribute maintenance:0 numeric
@attribute 00513 numeric
@attribute applications:0 numeric
@attribute 01493 numeric
@attribute Cluster numeric

@data
0,390,0,5198,0,935,0,1837,0,2631,0,1577,0,3162,0,1866,0,593,0,1954,0,1209,0,416,0,1562,0,3778,0,2429,0,3544,0,2078,0,1727,0,700,0,2099,0,271,0,1452,0,1537,0,1031,0,1029,0,4778,0,627,0,5198,0,1770,0,719,0,630,0,671,0,510,0,1629,0,1054,0,1479,0,2323,0,2407,0,3341,0,2047,0,2651,0,3235,0,1281,0,2574,0,1559,0,6919,0,2924,0,1764,0,603,0,3540,0,1123,0,3660,0,1980,0,1319,0,4485,0,2791,0,2968,0,2220,0,2124,0,1570,0,3632,0,1110,0,434,0,967,0,300,0,281,0,1912,0,1053,0,2740,0,1040,0,1475,0,1331,0,4889,0,276,0,4388,0,1605,0,1088,0,1682,0,240,0,824,0,3069,0,1925,0,786,0,2124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
0,785,0,3315,0,3811,0,2221,0,815,0,535,0,3633,0,4411,0,1967,0,1194,0,2425,0,5887,0,449,0,2098,0,718,0,2768,0,6003,0,2401,0,5536,0,2085,0,299,0,3191,0,748,0,3293,0,749,0,1190,0,2126,0,1006,0,2017,0,2704,0,3172,0,3851,0,1284,0,657,0,1378,0,2126,0,732,0,4935,0,2425,0,2737,0,2900,0,3434,0,1066,0,2026,0,5536,0,2098,0,1328,0,2457,0,2425,0,920,0,882,0,1706,0,4086,0,4086,0,4584,0,7621,0,9604,0,3542,0,2208,0,1018,0,2178,0,3322,0,3049,0,912,0,501,0,1551,0,1560,0,3972,0,1731,0,5088,0,431,0,3459,0,1913,0,894,0,821,0,3331,0,689,0,5887,0,2401,0,382,0,830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
0,1497,0,434,0,2803,0,1647,0,1704,0,1607,0,1898,0,2387,0,1535,0,1246,0,580,0,811,0,3411,0,824,0,3079,0,386,0,448,0,3079,0,6333,0,2603,0,484,0,2303,0,3283,0,1372,0,251,0,2184,0,2899,0,2266,0,713,0,212,0,3283,0,584,0,1278,0,667,0,889,0,1018,0,931,0,801,0,1812,0,1743,0,10048,0,2072,0,4278,0,1714,0,2352,0,1446,0,1699,0,3248,0,2711,0,2168,0,555,0,1193,0,3250,0,3519,0,3215,0,1294,0,2797,0,2673,0,2797,0,1167,0,2462,0,1379,0,1989,0,1618,0,2013,0,1030,0,2673,0,805,0,448,0,556,0,261,0,2890,0,3381,0,2457,0,1627,0,965,0,2059,0,512,0,2035,0,432,0,2204,0,915,0,2711,0,764,0,667,0,2678,0,1183,0,1738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,1190,0,1262,0,1407,0,1058,0,212,0,8349,0,2678,0,2194,0,819,0,2645,0,2926,0,5931,0,459,0,1302,0,4541,0,194,0,1061,0,356,0,812,0,1759,0,863,0,3450,0,2640,0,2624,0,5659,0,5296,0,2137,0,3907,0,6524,0,1014,0,7433,0,6231,0,2988,0,2239,0,1022,0,2702,0,1903,0,2603,0,1782,0,2546,0,2588,0,1799,0,4301,0,2694,0,2040,0,735,0,819,0,508,0,6479,0,476,0,3146,0,4077,0,1783,0,4446,0,467,0,263,0,3425,0,406,0,1395,0,1703,0,1331,0,6224,0,1799,0,1925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,3697,0,7780,0,3898,0,540,0,3594,0,5282,0,4225,0,3304,0,6402,0,7400,0,1728,0,4289,0,7755,0,960,0,11458,0,2400,0,16961,0,5576,0,9438,0,15406,0,5992,0,1054,0,8104,0,2347,0,1105,0,6150,0,5062,0,16961,0,11870,0,9010,0,14151,0,1105,0,4637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,242,0,5745,0,4794,0,2746,0,3578,0,5498,0,12709,0,5341,0,8405,0,8226,0,485,0,775,0,2828,0,6415,0,3000,0,646,0,2490,0,1618,0,3032,0,8313,0,355,0,5706,0,10117,0,1041,0,4680,0,5837,0,2069,0,1148,0,3207,0,3994,0,1196,0,3706,0,9700,0,3404,0,2488,0,2843,0,4113,0,1940,0,1221,0,10367,0,4638,0,7156,0,824,0,3445,0,1868,0,5745,0,6351,0,2881,0,1816,0,3855,0,241,0,1844,0,1773,0,12709,0,3404,0,2942,0,4680,0,5184,0,4892,0,1648,0,3526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,1266,0,3597,0,3276,0,894,0,2934,0,3597,0,5110,0,3549,0,3549,0,5329,0,1849,0,3902,0,519,0,1949,0,2358,0,5206,0,1827,0,2692,0,3543,0,338,0,2877,0,3549,0,856,0,782,0,786,0,2348,0,1371,0,838,0,6424,0,1700,0,3543,0,3128,0,2898,0,3597,0,2723,0,577,0,2518,0,4807,0,753,0,2960,0,4374,0,1894,0,3292,0,5598,0,1704,0,3184,0,4604,0,2939,0,1326,0,2823,0,218,0,2710,0,2707,0,351,0,1107,0,5542,0,1337,0,5658,0,344,0,582,0,3597,0,598,0,2403,0,2823,0,1326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,1043,0,3361,0,2047,0,5447,0,2536,0,1496,0,2985,0,1392,0,1189,0,4563,0,3826,0,1476,0,2008,0,4753,0,1162,0,1347,0,4098,0,2047,0,2792,0,604,0,637,0,3948,0,1396,0,4563,0,234,0,4192,0,961,0,2623,0,1649,0,3307,0,568,0,908,0,2682,0,2682,0,893,0,1427,0,1405,0,2416,0,1021,0,5736,0,7053,0,1344,0,6335,0,2587,0,1777,0,1753,0,2787,0,3109,0,1469,0,2895,0,2879,0,1574,0,4563,0,2344,0,2520,0,1166,0,2196,0,1237,0,483,0,3483,0,539,0,3722,0,626,0,3912,0,2364,0,2952,0,2216,0,391,0,4563,0,2471,0,1194,0,307,0,346,0,1324,0,3086,0,3211,0,636,0,267,0,2570,0,2842,0,1183,0,1266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
0,164,0,5835,0,5178,0,8606,0,1192,0,1565,0,2656,0,2990,0,4047,0,1438,0,3169,0,1181,0,10824,0,1728,0,1661,0,3303,0,8606,0,2440,0,3119,0,3556,0,437,0,4665,0,4047,0,2241,0,1271,0,4047,0,3864,0,3608,0,3864,0,240,0,3119,0,7216,0,16121,0,705,0,2062,0,4303,0,778,0,1071,0,7447,0,3224,0,1975,0,3167,0,3723,0,3545,0,3608,0,10277,0,1925,0,842,0,4303,0,2510,0,8961,0,4303,0,1676,0,2217,0,1595,0,1314,0,8606,0,1976,0,20233,0,2589,0,2210,0,3608,0,1466,0,8606,0,5630,0,2281,0,912,0,2407,0,315,0,2715,0,2217,0,4507,0,624,0,1200,0,8093,0,8606,0,2081,0,2388,0,2110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,900,0,458,0,471,0,1217,0,1572,0,2545,0,1217,0,673,0,2006,0,1531,0,1539,0,1903,0,1432,0,1374,0,925,0,957,0,643,0,255,0,1017,0,1145,0,1056,0,713,0,867,0,1631,0,704,0,720,0,1045,0,667,0,800,0,492,0,423,0,499,0,1477,0,1207,0,414,0,1735,0,3062,0,1531,0,1636,0,293,0,630,0,385,0,646,0,1357,0,475,0,4827,0,1611,0,925,0,1586,0,1063,0,1503,0,1682,0,6017,0,1357,0,1415,0,1531,0,1086,0,1392,0,405,0,761,0,1746,0,587,0,385,0,1040,0,994,0,6017,0,759,0,1122,0,1188,0,974,0,3026,0,1806,0,1053,0,729,0,1553,0,752,0,655,0,2699,0,1432,0,918,0,772,0,2089,0,1161,0,611,0,2015,0,1275,0,2434,0,1374,0,343,0,265,0,505,0,448,0,3062,0,1453,0,3281,0,538,0,798,0,2244,0,362,0,755,0,682,0,1881,0,1597,0,460,0,1374,0,979,0,993,0,1153,0,1178,0,1765,0,1122,0,1227,0,1163,0,1074,0,1850,0,3124,0,683,0,1886,0,683,0,911,0,1153,0,1300,0,2340,0,342,0,2455,0,3124,0,237,0,587,0,1746,0,138,0,909,0,2323,0,2234,0,2330,0,993,0,1445,0,1574,0,1735,0,1068,0,1356,0,403,0,3547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,536,0,3052,0,1362,0,959,0,1680,0,2444,0,1113,0,3088,0,2895,0,418,0,3483,0,2216,0,2886,0,269,0,2177,0,1004,0,871,0,1157,0,1622,0,2662,0,986,0,117,0,743,0,910,0,526,0,612,0,959,0,1987,0,908,0,1351,0,2662,0,863,0,2104,0,813,0,434,0,3052,0,438,0,1393,0,735,0,3211,0,720,0,1574,0,2087,0,2104,0,1225,0,1804,0,2309,0,1782,0,3483,0,2216,0,494,0,154,0,2303,0,2662,0,894,0,433,0,1324,0,2258,0,4098,0,801,0,2327,0,946,0,710,0,592,0,565,0,1477,0,863,0,3826,0,3948,0,798,0,946,0,6036,0,870,0,1040,0,3483,0,825,0,927,0,2768,0,3121,0,2047,0,604,0,861,0,191,0,3088,0,2895,0,918,0,1015,0,3280,0,3633,0,825,0,2682,0,257,0,888,0,2233,0,1367,0,703,0,510,0,2444,0,893,0,2146,0,3307,0,1493,0,1341,0,1974,0,626,0,777,0,1182,0,1974,0,1172,0,2623,0,777,0,1856,0,269,0,167,0,3168,0,157,0,1759,0,3948,0,597,0,725,0,459,0,2113,0,498,0,1680,0,685,0,1286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,845,0,7390,0,1687,0,3315,0,1737,0,2121,0,1498,0,1128,0,225,0,535,0,436,0,4484,0,4343,0,6637,0,2818,0,2822,0,4377,0,1494,0,6196,0,489,0,2627,0,1387,0,825,0,8268,0,3005,0,379,0,1297,0,2487,0,865,0,4813,0,1704,0,1981,0,1811,0,4055,0,3573,0,4645,0,2795,0,3510,0,7390,0,4284,0,2321,0,3788,0,5641,0,2464,0,2772,0,2874,0,629,0,3693,0,783,0,541,0,4802,0,507,0,3658,0,1899,0,3559,0,865,0,3422,0,3473,0,7390,0,1417,0,6950,0,3015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,1723,0,764,0,1763,0,2396,0,1743,0,1587,0,2272,0,4458,0,2621,0,4516,0,397,0,1580,0,2497,0,3284,0,384,0,2200,0,3253,0,4578,0,3727,0,2255,0,167,0,3388,0,1059,0,1298,0,750,0,797,0,686,0,3000,0,2106,0,1845,0,2497,0,3485,0,2035,0,1343,0,476,0,3253,0,3981,0,2812,0,2176,0,1987,0,1047,0,1122,0,2976,0,857,0,2229,0,1580,0,219,0,944,0,907,0,1248,0,844,0,806,0,592,0,1349,0,2441,0,2151,0,248,0,848,0,4854,0,331,0,1240,0,1112,0,1459,0,431,0,1227,0,2129,0,363,0,4644,0,4128,0,1142,0,1176,0,3059,0,4458,0,1238,0,1911,0,2238,0,728,0,1911,0,2744,0,1108,0,2864,0,2017,0,844,0,831,0,689,0,384,0,2921,0,223,0,1475,0,1115,0,1358,0,3253,0,1454,0,1774,0,2200,0,1567,0,654,0,1857,0,1519,0,3013,0,1529,0,710,0,1597,0,2918,0,1488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,2084,0,772,0,4394,0,2419,0,5278,0,4446,0,4168,0,2461,0,100,0,3191,0,1039,0,1960,0,194,0,2091,0,1053,0,1666,0,2010,0,1419,0,168,0,1291,0,2185,0,1311,0,880,0,1634,0,653,0,2010,0,1567,0,3029,0,4394,0,1960,0,3285,0,1057,0,4622,0,2073,0,2265,0,2566,0,866,0,2611,0,2507,0,4501,0,3191,0,1067,0,221,0,3832,0,1287,0,623,0,953,0,1323,0,577,0,852,0,563,0,575,0,2987,0,4344,0,752,0,1264,0,475,0,1001,0,1252,0,3285,0,2946,0,869,0,2150,0,183,0,4446,0,1287,0,502,0,4168,0,1321,0,1041,0,538,0,1540,0,1485,0,845,0,5791,0,2261,0,3861,0,3285,0,741,0,3215,0,1626,0,3042,0,735,0,1286,0,3089,0,2010,0,484,0,901,0,1119,0,1503,0,3596,0,2380,0,2064,0,1259,0,3162,0,2084,0,1485,0,2311,0,240,0,225,0,1407,0,816,0,859,0,2419,0,1503,0,1180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
