@relation JobOffersTFIDF

@attribute versioning:0 numeric
@attribute 02476 numeric
@attribute définition:0 numeric
@attribute 00895 numeric
@attribute frameworks:0 numeric
@attribute 01852 numeric
@attribute logicielles:0 numeric
@attribute 01280 numeric
@attribute assurer:0 numeric
@attribute 00693 numeric
@attribute collaborer:0 numeric
@attribute 02111 numeric
@attribute skills:0 numeric
@attribute 01164 numeric
@attribute développer:0 numeric
@attribute 00549 numeric
@attribute linitiative:0 numeric
@attribute 01993 numeric
@attribute java:0 numeric
@attribute 08390 numeric
@attribute des:0 numeric
@attribute 00834 numeric
@attribute kanban:0 numeric
@attribute 03774 numeric
@attribute développeurs:0 numeric
@attribute 02212 numeric
@attribute lécrit:0 numeric
@attribute 01385 numeric
@attribute les:0 numeric
@attribute 01210 numeric
@attribute environnement:0 numeric
@attribute 01073 numeric
@attribute soft:0 numeric
@attribute 02090 numeric
@attribute vous:0 numeric
@attribute 00435 numeric
@attribute identifier:0 numeric
@attribute 00738 numeric
@attribute produit:0 numeric
@attribute 00854 numeric
@attribute capacités:0 numeric
@attribute 00592 numeric
@attribute documentation:0 numeric
@attribute 00804 numeric
@attribute dans:0 numeric
@attribute 00350 numeric
@attribute version:0 numeric
@attribute 02312 numeric
@attribute multidisciplinaires:0 numeric
@attribute 01202 numeric
@attribute nosql:0 numeric
@attribute 02341 numeric
@attribute senior:0 numeric
@attribute 00982 numeric
@attribute standards:0 numeric
@attribute 00778 numeric
@attribute planning:0 numeric
@attribute 00841 numeric
@attribute développement:0 numeric
@attribute 02758 numeric
@attribute cassandra:0 numeric
@attribute 01432 numeric
@attribute 6:0 numeric
@attribute 00838 numeric
@attribute conception:0 numeric
@attribute 02020 numeric
@attribute 8:0 numeric
@attribute 01699 numeric
@attribute équipe:0 numeric
@attribute 01292 numeric
@attribute agile:0 numeric
@attribute 02264 numeric
@attribute logicielle:0 numeric
@attribute 01143 numeric
@attribute complexes:0 numeric
@attribute 02413 numeric
@attribute excellentes:0 numeric
@attribute 00534 numeric
@attribute pratiques:0 numeric
@attribute 02191 numeric
@attribute innovantes:0 numeric
@attribute 01054 numeric
@attribute quingénieur:0 numeric
@attribute 01171 numeric
@attribute hibernate:0 numeric
@attribute 03512 numeric
@attribute loptimisation:0 numeric
@attribute 01937 numeric
@attribute autonomie:0 numeric
@attribute 01462 numeric
@attribute bases:0 numeric
@attribute 03151 numeric
@attribute sur:0 numeric
@attribute 00950 numeric
@attribute connaissance:0 numeric
@attribute 00656 numeric
@attribute agiles:0 numeric
@attribute 01130 numeric
@attribute travail:0 numeric
@attribute 01620 numeric
@attribute phases:0 numeric
@attribute 01054_1 numeric
@attribute architecture:0 numeric
@attribute 00845 numeric
@attribute scalables:0 numeric
@attribute 01606 numeric
@attribute équipes:0 numeric
@attribute 02009 numeric
@attribute supérieure:0 numeric
@attribute 01742 numeric
@attribute svn:0 numeric
@attribute 02516 numeric
@attribute recherche:0 numeric
@attribute 00434 numeric
@attribute données:0 numeric
@attribute 02156 numeric
@attribute expérience:0 numeric
@attribute 00920 numeric
@attribute la:0 numeric
@attribute 00389 numeric
@attribute maîtrise:0 numeric
@attribute 01487 numeric
@attribute missions:0 numeric
@attribute 00238 numeric
@attribute collaboration:0 numeric
@attribute 00644 numeric
@attribute le:0 numeric
@attribute 00100 numeric
@attribute minimum:0 numeric
@attribute 00328 numeric
@attribute compétences:0 numeric
@attribute 00664 numeric
@attribute comme:0 numeric
@attribute 01315 numeric
@attribute de:0 numeric
@attribute 00814 numeric
@attribute langlais:0 numeric
@attribute 01261 numeric
@attribute documents:0 numeric
@attribute 00778_2 numeric
@attribute sprint:0 numeric
@attribute 01360 numeric
@attribute problèmes:0 numeric
@attribute 00579 numeric
@attribute rédiger:0 numeric
@attribute 00834_3 numeric
@attribute performantes:0 numeric
@attribute 01360_4 numeric
@attribute dapplications:0 numeric
@attribute 01045 numeric
@attribute garantir:0 numeric
@attribute 01381 numeric
@attribute spring:0 numeric
@attribute 02090_5 numeric
@attribute du:0 numeric
@attribute 00652 numeric
@attribute serez:0 numeric
@attribute 01120 numeric
@attribute succès:0 numeric
@attribute 00949 numeric
@attribute optimisation:0 numeric
@attribute 01012 numeric
@attribute guider:0 numeric
@attribute 01360_6 numeric
@attribute etc:0 numeric
@attribute 03090 numeric
@attribute continue:0 numeric
@attribute 00730 numeric
@attribute solide:0 numeric
@attribute 01557 numeric
@attribute participer:0 numeric
@attribute 01150 numeric
@attribute un:0 numeric
@attribute 00247 numeric
@attribute mysql:0 numeric
@attribute 02830 numeric
@attribute poste:0 numeric
@attribute 00174 numeric
@attribute loral:0 numeric
@attribute 01385_7 numeric
@attribute international:0 numeric
@attribute 01569 numeric
@attribute communication:0 numeric
@attribute 00651 numeric
@attribute passion:0 numeric
@attribute 00956 numeric
@attribute dexpérience:0 numeric
@attribute 00506 numeric
@attribute bonne:0 numeric
@attribute 00345 numeric
@attribute sens:0 numeric
@attribute 00584 numeric
@attribute oracle:0 numeric
@attribute 02812 numeric
@attribute profil:0 numeric
@attribute 00113 numeric
@attribute solutions:0 numeric
@attribute 01019 numeric
@attribute rigueur:0 numeric
@attribute 01118 numeric
@attribute en:0 numeric
@attribute 00524 numeric
@attribute et:0 numeric
@attribute 00880 numeric
@attribute technologies:0 numeric
@attribute 00617 numeric
@attribute bonnes:0 numeric
@attribute 00592_8 numeric
@attribute outils:0 numeric
@attribute 00617_9 numeric
@attribute léquipe:0 numeric
@attribute 00673 numeric
@attribute langage:0 numeric
@attribute 02039 numeric
@attribute mentorat:0 numeric
@attribute 01432_10 numeric
@attribute techniques:0 numeric
@attribute 00965 numeric
@attribute projets:0 numeric
@attribute 02197 numeric
@attribute résoudre:0 numeric
@attribute 00741 numeric
@attribute scrum:0 numeric
@attribute 02946 numeric
@attribute concevoir:0 numeric
@attribute 00871 numeric
@attribute développées:0 numeric
@attribute 01394 numeric
@attribute codage:0 numeric
@attribute 01219 numeric
@attribute avec:0 numeric
@attribute 01928 numeric
@attribute qualité:0 numeric
@attribute 00332 numeric
@attribute code:0 numeric
@attribute 00804_11 numeric
@attribute distance:0 numeric
@attribute 02285 numeric
@attribute tant:0 numeric
@attribute 00382 numeric
@attribute production:0 numeric
@attribute 00530 numeric
@attribute aux:0 numeric
@attribute 00334 numeric
@attribute maintenir:0 numeric
@attribute 00758 numeric
@attribute technique:0 numeric
@attribute 01118_12 numeric
@attribute descriptif:0 numeric
@attribute 00781 numeric
@attribute interviendrez:0 numeric
@attribute 01330 numeric
@attribute toutes:0 numeric
@attribute 00858 numeric
@attribute autres:0 numeric
@attribute 00720 numeric
@attribute sql:0 numeric
@attribute 01532 numeric
@attribute langues:0 numeric
@attribute 00876 numeric
@attribute juniors:0 numeric
@attribute 01304 numeric
@attribute git:0 numeric
@attribute 01820 numeric
@attribute montée:0 numeric
@attribute 01258 numeric
@attribute postgresql:0 numeric
@attribute 03084 numeric
@attribute mise:0 numeric
@attribute 00525 numeric
@attribute mongodb:0 numeric
@attribute 03389 numeric
@attribute à:0 numeric
@attribute 00582 numeric
@attribute responsable:0 numeric
@attribute 00463 numeric
@attribute initiative:0 numeric
@attribute 00614 numeric
@attribute robustes:0 numeric
@attribute 01304_13 numeric
@attribute ou:0 numeric
@attribute 00362 numeric
@attribute ans:0 numeric
@attribute 00202 numeric
@attribute pour:0 numeric
@attribute 00625 numeric
@attribute recherché:0 numeric
@attribute 00117 numeric
@attribute larchitecture:0 numeric
@attribute 01054_14 numeric
@attribute une:0 numeric
@attribute 00439 numeric
@attribute accompagner:0 numeric
@attribute 00798 numeric
@attribute performance:0 numeric
@attribute 01178 numeric
@attribute anglais:0 numeric
@attribute 00411 numeric
@attribute impliqué:0 numeric
@attribute 01330_15 numeric
@attribute rituels:0 numeric
@attribute 01534 numeric
@attribute respectant:0 numeric
@attribute 00975 numeric
@attribute travailler:0 numeric
@attribute 00803 numeric
@attribute maintenance:0 numeric
@attribute 00513 numeric
@attribute applications:0 numeric
@attribute 01493 numeric
@attribute Cluster numeric

@data
0,1594,0,4250,0,2184,0,2605,0,1555,0,1988,0,1043,0,3161,0,10649,0,2184,0,2125,0,10710,0,2339,0,2995,0,2125,0,4899,0,2554,0,3085,0,1919,0,4679,0,2934,0,1364,0,827,0,5119,0,4899,0,4899,0,2684,0,2339,0,4899,0,2339,0,866,0,8736,0,638,0,994,0,2630,0,5210,0,1372,0,1888,0,2475,0,2197,0,4679,0,2450,0,1134,0,1322,0,2254,0,2085,0,4057,0,3837,0,4368,0,1487,0,1763,0,3570,0,1988,0,2488,0,1308,0,2643,0,3306,0,7438,0,3485,0,5210,0,5818,0,3719,0,6033,0,4508,0,2125,0,868,0,3161,0,1254,0,4508,0,3284,0,1498,0,4368,0,2125,0,4508,0,1669,0,2254,0,993,0,1168,0,1283,0,4899,0,172,0,1988,0,1364,0,4899,0,2450,0,2775,0,4899,0,2791,0,34000,0,24134,0,3245,0,2605,0,4899,0,18217,0,4679,0,1651,0,2852,0,4679,0,1555,0,3485,0,2630,0,2830,0,3904,0,4057,0,1487,0,3373,0,179,0,4508,0,5210,0,1594,0,875,0,1567,0,2125,0,4250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3135,0,2039,0,2010,0,1849,0,2287,0,3079,0,6812,0,1276,0,4141,0,2395,0,1654,0,2010,0,3786,0,3822,0,2857,0,2857,0,2274,0,4370,0,2515,0,1831,0,9981,0,1016,0,1123,0,2070,0,2686,0,4281,0,2301,0,3155,0,1911,0,1123,0,2857,0,950,0,602,0,1109,0,4790,0,2395,0,1449,0,2409,0,1513,0,3410,0,2646,0,5668,0,2274,0,5801,0,2010,0,4574,0,2395,0,4603,0,2346,0,2857,0,2274,0,1819,0,2898,0,1733,0,8203,0,4141,0,2369,0,1096,0,1449,0,1609,0,1983,0,2472,0,1905,0,1733,0,1457,0,5373,0,1642,0,2140,0,2857,0,1934,0,4208,0,1539,0,1815,0,1407,0,14284,0,189,0,1480,0,2857,0,1162,0,1692,0,437,0,766,0,1748,0,2686,0,2140,0,1763,0,2225,0,1598,0,28922,0,421,0,17372,0,2686,0,5432,0,2566,0,1831,0,1911,0,1849,0,2857,0,2395,0,2069,0,7564,0,3661,0,196,0,2330,0,1521,0,4796,0,2726,0,6231,0,3358,0,2070,0,1869,0,2330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,1419,0,1160,0,608,0,1729,0,1385,0,1262,0,1750,0,1640,0,1446,0,830,0,473,0,1256,0,458,0,874,0,1138,0,2633,0,1361,0,919,0,795,0,454,0,1032,0,1789,0,634,0,545,0,1086,0,643,0,978,0,378,0,812,0,1729,0,1490,0,1579,0,832,0,1819,0,892,0,694,0,1370,0,1363,0,1010,0,1273,0,739,0,1771,0,1256,0,2237,0,2240,0,348,0,1508,0,1013,0,392,0,757,0,496,0,670,0,443,0,1956,0,1446,0,2926,0,452,0,1556,0,940,0,1160,0,1710,0,986,0,848,0,1347,0,1178,0,748,0,788,0,986,0,1446,0,970,0,1244,0,1045,0,442,0,1160,0,342,0,975,0,721,0,4524,0,1750,0,395,0,347,0,908,0,934,0,1757,0,1519,0,292,0,1518,0,578,0,506,0,1499,0,1192,0,381,0,2478,0,881,0,1339,0,2585,0,2831,0,5620,0,2328,0,1486,0,801,0,1006,0,771,0,1055,0,274,0,2058,0,305,0,567,0,177,0,2215,0,1508,0,1001,0,1079,0,1352,0,705,0,1476,0,1748,0,520,0,1369,0,1486,0,4310,0,1128,0,7381,0,4443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,677,0,1927,0,2438,0,2393,0,1543,0,1950,0,1828,0,4142,0,1323,0,351,0,1399,0,5466,0,1020,0,3656,0,1374,0,1834,0,1462,0,1081,0,443,0,2299,0,706,0,607,0,1434,0,573,0,545,0,2086,0,421,0,1927,0,3267,0,880,0,927,0,2027,0,994,0,2278,0,2290,0,823,0,1863,0,1974,0,1399,0,1248,0,388,0,1680,0,328,0,337,0,553,0,747,0,439,0,1612,0,1706,0,2799,0,504,0,1572,0,1905,0,659,0,751,0,1251,0,1171,0,1099,0,985,0,1292,0,572,0,1886,0,563,0,1950,0,1591,0,386,0,742,0,521,0,979,0,2702,0,1983,0,1693,0,1509,0,325,0,1692,0,863,0,1775,0,3386,0,644,0,564,0,1693,0,4985,0,1419,0,5522,0,790,0,981,0,2088,0,2174,0,2594,0,3251,0,747,0,613,0,2351,0,1950,0,340,0,3621,0,421,0,198,0,1481,0,1432,0,2231,0,1203,0,1507,0,1571,0,974,0,2880,0,579,0,1656,0,2056,0,4244,0,1035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,1040,0,1623,0,1623,0,1040,0,3245,0,2059,0,1157,0,346,0,976,0,3052,0,1485,0,3052,0,1638,0,958,0,2284,0,908,0,2387,0,1623,0,3245,0,1283,0,1548,0,815,0,166,0,1690,0,2398,0,374,0,606,0,2398,0,2021,0,623,0,2119,0,1828,0,670,0,1526,0,1404,0,2527,0,6491,0,623,0,2146,0,2915,0,720,0,1024,0,3052,0,1623,0,385,0,5310,0,2040,0,2808,0,547,0,3169,0,2915,0,2808,0,1142,0,914,0,2721,0,1176,0,572,0,412,0,3052,0,3197,0,527,0,1408,0,4095,0,827,0,246,0,1142,0,235,0,3673,0,648,0,1045,0,1623,0,694,0,1526,0,421,0,1937,0,866,0,614,0,731,0,728,0,885,0,2883,0,1257,0,609,0,542,0,1176,0,1040,0,1114,0,1216,0,2915,0,652,0,1264,0,952,0,2080,0,1292,0,546,0,117,0,1061,0,495,0,815,0,4125,0,1840,0,1623,0,2477,0,328,0,1840,0,2647,0,498,0,1216,0,1359,0,4011,0,305,0,778,0,771,0,1404,0,869,0,1099,0,2710,0,1458,0,799,0,714,0,726,0,2477,0,993,0,1439,0,1264,0,2979,0,2445,0,3245,0,714,0,541,0,731,0,1221,0,503,0,967,0,940,0,4081,0,2647,0,2808,0,1719,0,2317,0,119,0,4633,0,527,0,368,0,403,0,278,0,1197,0,1699,0,1569,0,3052,0,781,0,2647,0,381,0,3364,0,1061,5
0,1675,0,2542,0,4910,0,3257,0,3069,0,11723,0,5961,0,3719,0,2860,0,4093,0,2580,0,5159,0,715,0,7841,0,2249,0,424,0,5917,0,346,0,5512,0,1896,0,1738,0,388,0,654,0,1987,0,1029,0,601,0,786,0,686,0,4233,0,1166,0,1508,0,5512,0,3445,0,4317,0,3237,0,4392,0,1323,0,2157,0,2524,0,2958,0,5406,0,1126,0,4995,0,1997,0,5264,0,7220,0,2346,0,1505,0,2353,0,10527,0,3586,0,692,0,429,0,402,0,2068,0,3346,0,502,0,635,0,7397,0,395,0,445,0,817,0,3920,0,343,0,5861,0,2681,0,2256,0,1520,0,1626,0,3304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
0,1089,0,1416,0,3287,0,571,0,1541,0,1903,0,1560,0,1085,0,1473,0,1341,0,2557,0,222,0,1624,0,2899,0,860,0,763,0,1855,0,778,0,1232,0,842,0,456,0,498,0,852,0,1853,0,808,0,969,0,595,0,512,0,604,0,1021,0,1486,0,4567,0,2296,0,1788,0,759,0,1226,0,1664,0,1556,0,763,0,1483,0,1563,0,1675,0,1727,0,2181,0,1763,0,2240,0,1280,0,644,0,1196,0,2359,0,1606,0,1686,0,327,0,951,0,705,0,184,0,1137,0,1258,0,466,0,630,0,370,0,919,0,850,0,1646,0,1325,0,793,0,796,0,926,0,1449,0,2833,0,1588,0,1266,0,878,0,1158,0,740,0,1543,0,1664,0,1933,0,2946,0,1434,0,830,0,766,0,321,0,2633,0,1589,0,745,0,2833,0,651,0,853,0,878,0,1788,0,825,0,1664,0,2106,0,1427,0,2971,0,472,0,1644,0,475,0,1202,0,748,0,835,0,543,0,2283,0,1981,0,1279,0,1120,0,3177,0,2659,0,911,0,2833,0,3024,0,1259,0,1448,0,991,0,1745,0,514,0,1556,0,287,0,178,0,167,0,4202,0,1101,0,1872,0,604,0,875,0,2439,0,1906,0,2649,0,662,0,488,0,596,0,859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,1697,0,438,0,1610,0,1576,0,1112,0,3346,0,1372,0,750,0,2901,0,1182,0,598,0,341,0,715,0,1246,0,1330,0,1612,0,1182,0,1112,0,1510,0,585,0,550,0,597,0,945,0,1063,0,736,0,2084,0,1515,0,805,0,669,0,732,0,1940,0,1239,0,1213,0,1487,0,695,0,783,0,1103,0,1752,0,1194,0,1004,0,998,0,384,0,1422,0,3039,0,545,0,1150,0,1610,0,358,0,569,0,600,0,1140,0,2901,0,1130,0,1121,0,2098,0,1718,0,1447,0,2454,0,987,0,1396,0,805,0,1752,0,1612,0,1219,0,1232,0,1293,0,125,0,1103,0,1130,0,1112,0,495,0,541,0,1396,0,545,0,357,0,1219,0,966,0,1434,0,3223,0,781,0,2098,0,705,0,1042,0,1042,0,1103,0,1246,0,1311,0,1630,0,1442,0,772,0,1520,0,1063,0,710,0,1035,0,703,0,1451,0,1752,0,1136,0,947,0,1510,0,1276,0,2260,0,699,0,753,0,1482,0,318,0,835,0,2586,0,1160,0,247,0,469,0,156,0,2364,0,1112,0,1350,0,1029,0,1182,0,250,0,1752,0,654,0,337,0,633,0,873,0,855,0,1219,0,1276,0,631,0,729,0,2464,0,2112,0,981,0,1718,0,998,0,3503,0,1562,0,1350,0,3346,0,1194,0,1691,0,1587,0,1520,0,826,0,1330,0,395,0,545,0,1261,0,1622,0,605,0,128,0,1689,0,1451,0,3032,0,1442,0,2437,0,671,5
0,2467,0,1797,0,930,0,1489,0,1711,0,1120,0,1697,0,2467,0,278,0,1132,0,2153,0,3154,0,490,0,1173,0,1447,0,3594,0,863,0,1472,0,1378,0,2187,0,3351,0,880,0,2187,0,594,0,1029,0,141,0,1374,0,2583,0,1292,0,1374,0,533,0,980,0,2030,0,1093,0,1267,0,2377,0,598,0,2587,0,261,0,591,0,1152,0,826,0,1743,0,2377,0,1187,0,532,0,1602,0,1234,0,1227,0,2036,0,1602,0,708,0,1048,0,2467,0,1029,0,475,0,1152,0,1711,0,1991,0,664,0,533,0,808,0,1252,0,715,0,1283,0,1045,0,889,0,433,0,2747,0,938,0,518,0,1029,0,1360,0,724,0,1696,0,587,0,356,0,1292,0,2747,0,2241,0,654,0,1727,0,1152,0,1237,0,1036,0,931,0,616,0,500,0,980,0,1817,0,1110,0,930,0,813,0,403,0,1727,0,1374,0,626,0,587,0,908,0,462,0,4587,0,779,0,1397,0,1667,0,840,0,496,0,1093,0,91,0,3145,0,1639,0,1070,0,2467,0,422,0,466,0,1029,0,992,0,1568,0,790,0,644,0,1413,0,1191,0,1957,0,930,0,658,0,2294,0,1267,0,802,0,1568,0,2030,0,1070,0,1209,0,1218,0,1252,0,1188,0,919,0,1234,0,1012,0,4934,0,628,0,10055,0,624,0,1627,0,844,0,650,0,3422,0,712,0,504,0,1447,0,426,0,643,0,1727,0,2377,0,3045,0,493,0,291,5
0,487,0,3460,0,3027,0,6426,0,2677,0,6920,0,930,0,1669,0,1708,0,2348,0,624,0,3857,0,370,0,1207,0,6762,0,2723,0,4715,0,2461,0,1846,0,8085,0,2079,0,3981,0,338,0,2348,0,6426,0,9182,0,856,0,782,0,1733,0,4419,0,262,0,957,0,1846,0,1700,0,4423,0,3329,0,1370,0,5445,0,4715,0,3765,0,2233,0,577,0,3381,0,2001,0,753,0,2555,0,3947,0,8342,0,5112,0,2879,0,6367,0,3184,0,8340,0,2879,0,1326,0,2177,0,2542,0,351,0,3890,0,6256,0,3526,0,1746,0,299,0,5757,0,4586,0,1326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
0,3984,0,2371,0,3893,0,2098,0,1717,0,718,0,695,0,925,0,995,0,1436,0,1020,0,7084,0,453,0,1981,0,789,0,679,0,1757,0,721,0,1363,0,2900,0,1969,0,1404,0,1281,0,4039,0,920,0,4802,0,430,0,1140,0,2518,0,2768,0,4493,0,2693,0,2178,0,3117,0,1069,0,1560,0,956,0,1996,0,198,0,2600,0,447,0,854,0,411,0,172,0,564,0,2290,0,4202,0,393,0,3315,0,1237,0,2651,0,535,0,2279,0,961,0,1237,0,898,0,3542,0,1486,0,4391,0,639,0,598,0,1925,0,1870,0,4574,0,952,0,873,0,1510,0,929,0,3293,0,2292,0,390,0,1482,0,1926,0,164,0,1996,0,395,0,933,0,965,0,1064,0,1108,0,1351,0,664,0,2457,0,573,0,2591,0,1625,0,1706,0,2205,0,5041,0,2214,0,912,0,3240,0,3053,0,1003,0,1057,0,935,0,347,0,404,0,1335,0,2834,0,592,0,5270,0,4269,0,4202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,2161,0,1364,0,2828,0,2052,0,644,0,3023,0,647,0,2254,0,1511,0,965,0,961,0,2886,0,1531,0,2194,0,2008,0,707,0,1601,0,190,0,1232,0,908,0,781,0,461,0,2729,0,350,0,3023,0,1073,0,1414,0,765,0,1304,0,1763,0,880,0,1435,0,2060,0,6579,0,917,0,640,0,657,0,2329,0,3430,0,1250,0,1089,0,2374,0,2685,0,801,0,2008,0,2572,0,904,0,1588,0,705,0,1730,0,1286,0,1590,0,945,0,492,0,1479,0,325,0,240,0,988,0,5016,0,1164,0,2267,0,1662,0,2450,0,981,0,1857,0,1286,0,1555,0,3037,0,1511,0,1269,0,1889,0,1414,0,268,0,565,0,2886,0,942,0,749,0,1338,0,2729,0,998,0,4658,0,517,0,3676,0,1187,0,1443,0,824,0,1338,0,470,0,2921,0,3023,0,1607,0,2828,0,1143,0,5175,0,418,0,1526,0,1141,0,1043,0,5016,0,725,0,1043,0,2059,0,1212,0,2607,0,1154,0,2542,0,1097,0,1511,0,2525,0,1073,0,3023,0,473,0,926,0,3023,0,1073,0,476,0,4145,0,1730,0,1343,0,2743,0,3023,0,1304,0,3023,0,2645,0,806,0,697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,463,0,3981,0,7030,0,4593,0,5543,0,2853,0,10505,0,6256,0,1775,0,5365,0,3900,0,12141,0,3909,0,4136,0,7631,0,1757,0,4860,0,517,0,10179,0,803,0,11417,0,1286,0,1776,0,12141,0,339,0,833,0,4757,0,5572,0,3470,0,5576,0,2131,0,4086,0,1040,0,4701,0,1315,0,1137,0,2800,0,818,0,5871,0,4126,0,4985,0,711,0,4361,0,1370,0,5818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,910,0,2162,0,838,0,5625,0,830,0,803,0,1392,0,1213,0,3044,0,1277,0,2937,0,630,0,808,0,1994,0,2937,0,706,0,1253,0,1334,0,1994,0,508,0,3044,0,2642,0,204,0,1626,0,908,0,7031,0,2759,0,1591,0,992,0,859,0,1074,0,992,0,1163,0,1762,0,939,0,823,0,1384,0,853,0,1468,0,4482,0,1366,0,2733,0,2261,0,862,0,1137,0,891,0,1839,0,912,0,707,0,2483,0,744,0,2345,0,2344,0,1123,0,973,0,1081,0,1172,0,2112,0,3343,0,3145,0,134,0,2216,0,605,0,868,0,1672,0,278,0,467,0,621,0,259,0,1626,0,494,0,1994,0,736,0,363,0,1587,0,1146,0,1278,0,1611,0,1308,0,760,0,1181,0,1587,0,601,0,3750,0,671,0,288,0,203,0,2309,0,760,0,808,0,781,0,2609,0,341,0,3282,0,1468,0,1672,0,595,0,870,0,612,0,632,0,980,0,2160,0,691,0,1126,0,705,0,1146,0,2088,0,3368,0,900,0,1551,0,781,0,1228,0,939,0,892,0,781,0,1875,0,1242,0,3253,0,512,0,2276,0,1894,0,943,0,819,0,776,0,618,0,1019,0,1081,0,1553,0,1522,0,1167,0,1356,0,512,0,2609,0,688,0,480,0,908,0,5335,0,469,0,1123,0,1197,0,489,0,1291,0,4355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
